Codi,Nom del centre destudi,Universitat,Branca,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
31015,Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Elèctrica / Eng. Mecànica / Eng. Química (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
21112,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica "EU Salesiana de Sarrià" (simultaneïtat),UAB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31104,Eng. Electrònica Industrial i Automàtica / Eng. Mecànica / Eng. Química / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61061,Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (agrupació),UdL,EA,0,0,2,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21127,Enginyeria en Energies Renovables i Eficiència Energètica "EU Salesiana de Sarrià",UAB,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
31087,Enginyeria en Geoinformació i Geomàtica,UPC,EA,0,0,0,0,0,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0
21022,Enginyeria en Organització Industrial "EU Salesiana de Sarrià",UAB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
61070,Enginyeria en Organització Industrial i Logística / Administració i Direcció d'Empreses (simultaneïtat),UdL,EA,0,0,2,0,0,2,1,2,0,2,2,1,0,0,0,0,0,0,0,2,2,2,2,0,2,2,0
61060,Enginyeria en Organització Industrial i Logística / Enginyeria Química (Agrupació),UdL,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
41018,Enginyeria en Sistemes Audiovisuals,UPF,EA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
31049,Enginyeria en Sistemes i Tecnologia Naval,UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31112,Enginyeria en Tecnologies Aeroespacials Grau en + Màster Universitari en Enginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
81041,Enginyeria en Tecnologies Industrials,UdG,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
81046,Enginyeria en Tecnologies Industrials / Administració i Direcció d'Empreses (Simultaneïtat),UdG,EA,0,0,2,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0
31114,Enginyeria en Tecnologies Industrials Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)) (Terrassa),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31115,Enginyeria en Tecnologies Industrials Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial) (Barcelona),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31031,Enginyeria en Vehicles Aeroespacials,UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31067,Enginyeria Física,UPC,EA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
61014,Enginyeria Forestal,UdL,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
61042,Enginyeria Forestal / Conservació de la Natura (Simultaneïtat),UdL,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
11018,Enginyeria Informàtica,UB,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21071,Enginyeria Informàtica,UAB,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31037,Enginyeria Informàtica (Vilanova i la Geltrú),UPC,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31059,Enginyeria Informàtica (Barcelona),UPC,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
41019,Enginyeria en Informàtica,UPF,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61015,Enginyeria Informàtica,UdL,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61074,Enginyeria Informàtica,UdL,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
81042,Enginyeria Informàtica,UdG,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
71039,Enginyeria Informàtica,URV,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31116,Enginyeria Informàtica Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a),UPC,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61076,Enginyeria Informàtica Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a),UdL,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
41047,Eng. Informàtica de Gestió i Sistemes d'Informació "Tecnocampus",UPF,EA,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
41052,Enginyeria Informàtica de Gestió i Sistemes d'Informació / Disseny i Producció de Videojocs "Tecnocampus" (Simultaneïtat),UPF,CSJ,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0,0,0,2,1,1,2,2,2,0,0
61036,Enginyeria Informàtica / Administració i Direcció d'Empreses (Simultaneïtat),UdL,EA,0,0,2,1,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,0
71056,Enginyeria Informàtica / Biotecnologia (Simultaneïtat),URV,EA,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21106,Enginyeria Informàtica / Enginyeria Electrònica de Telecomunicació (Simultaneïtat),UAB,EA,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
21105,Enginyeria Informàtica / Enginyeria de Sistemes de Telecomunicació (Simultaneïtat),UAB,EA,0,0,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
11016,Enginyeria Informàtica / Matemàtiques (Simultaneïtat),UB,EA,0,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,2,1,2,0,2,0,0
41056,Enginyeria Matemàtica en Ciència de Dades,UPF,EA,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
71081,Enginyeria Matemàtica i Física,URV,EA,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21026,Enginyeria Mecànica "EU Salesiana de Sarrià",UAB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31027,Enginyeria Mecànica,UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
81022,Enginyeria Mecànica,UdG,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
71040,Enginyeria Mecànica,URV,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
61065,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (Simultaneïtat),0,0,0,0,2,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61075,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,EA,0,0,2,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21112,Enginyeria Mecànica / Enginyeria Electrònica Industrial i Automàtica "EU Salesiana de Sarrià" (simultaneïtat),UAB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31104,Eng. Mecànica / Eng. Electrònica Industrial i Automàtica / Eng. Química / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
41057,Eng. Mecànica / Eng. d'Organització Industrial / Eng. Electrònica Industrial i Automàtica "Tecnocampus" (Agrupació),UPF,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31124,Eng. Mecànica / Eng. Electrònica Industrial i Automàtica / Eng. Elèctrica i Sistemes Ferroviaris (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31015,Eng. Mecànica / Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Elèctrica / Eng. Química (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
61061,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica (Agrupació),UdL,EA,0,0,2,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
91011,Enginyeria Mecatrònica,UVic-UCC,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
11019,Enginyeria Química,UB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
21090,Enginyeria Química,UAB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31055,Enginyeria Química,UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
81023,Enginyeria Química,UdG,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
71041,Enginyeria Química,URV,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31015,Eng. Química / Eng. Elèctrica / Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Mecànica (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31104,Eng. Química / Eng. Electrònica Industrial i Automàtica / Eng. Mecànica / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
61060,Enginyeria Química / Enginyeria en Organització Industrial i Logística (Agrupació),UdL,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31076,Eng. Telemàtica (Inclou Xarxes i Internet) / Eng. de Sistemes de Telecomunicació (Agrupació),UPC,EA,0,0,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
31077,Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclou xarxes i Internet) (febrer) (agrupació),UPC,EA,0,0,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0
31085,Eng. Telemàtica - Eng. de Sistemes de Telecomunicació / Eng. de Sistemes Aeroespacials (Agrupació de Simultaneïtat),UPC,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
71013,Enologia,URV,C,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91902,Estadística,UB/UPC,CSJ,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
21128,Estadística Aplicada,UAB,C,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
91914,Estadística / Economia (Simultaneïtat),UB/UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21129,Estadística Aplicada / Sociologia (Simultaneïtat),UAB,C- CSJ,0,0,2,0,1,0,1,1,1,2,2,1,0,1,2,1,0,0,0,2,2,1,0,1,0,2,0
11021,Estudis Anglesos (Docència en Anglès),UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21135,Estudis Anglesos,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61054,Estudis Anglesos,UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61051,Estudis Anglesos / Llengües Aplicades i Traducció (Simultaneïtat),UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
11094,Estudis Àrabs i Hebreus,UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
21140,Estudis d'Anglès i Català,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21141,Estudis d'Anglès i de Clàssiques,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21142,Estudis d'Anglès i Espanyol,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21143,Estudis d'Anglès i Francès,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21030,Estudis d'Àsia Oriental -Japonès-,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
21067,Estudis d'Àsia Oriental -Xinès-,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
21144,Estudis de Català i Espanyol,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21133,Estudis d'Espanyol i Xinès: Llengua Literatura i Cultura,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
41065,Estudis Globals,UPF,CSJ,0,0,1,0,1,0,1,1,1,2,2,1,0,1,1,2,0,0,0,2,2,1,0,2,0,2,0
81084,Estudis Globals / Global Studies (docència en Anglès),UdG,CSJ,0,0,1,0,1,0,1,1,1,2,2,1,0,1,1,2,0,0,2,2,1,0,2,0,2,0,0
91062,Estudis Globals / Global Studies (docència en Anglès),UVic-UCC,CSJ,0,0,1,0,1,0,1,1,1,2,2,1,0,1,1,2,0,0,2,2,1,0,2,0,2,0,0
81085,Estudis Globals / Global Studies (docència en Anglès) / Turisme (simultaneïtat),UdG,CSJ,1,1,1,0,1,0,1,1,2,2,2,1,0,2,2,2,0,0,2,2,1,0,2,0,2,0,0
41022,Estudis Internacionals d'Economia i Empresa - International Business Economics (docència en Anglès),UPF,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11023,Estudis Literaris,UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2
21148,Estudis Socioculturals de Gènere,UAB,CSJ,2,2,2,0,0,0,1,0,2,2,2,1,0,1,1,1,2,2,2,0,2,0,0,2,0,2,2
11024,Farmàcia,UB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
11075,Farmàcia / Nutrició Humana i Dietètica (Simultaneïtat),UB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
11025,Filologia Catalana,UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
81070,Filologia Catalana,UdG,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
21134,Filologia Catalana: Estudis de Literatura i Lingüística,UAB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
81080,Filologia Catalana / Filologia Hispànica (simultaneïtat),UdG,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61055,Filologia Catalana i Estudis Occitans,UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61058,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (Simultaneïtat),UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
11026,Filologia Clàssica,UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
11027,Filologia Hispànica,UB,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61079,Filologia Hispànica,UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
81071,Filologia Hispànica,UdG,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
81080,Filologia Hispànica / Filologia Catalana (simultaneïtat),UdG,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
61080,Filologia Hispànica / Llengües Aplicades i Traducció (Simultaneïtat),UdL,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2
11061,Filosofia,UB,AH,1,1,0,1,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
21032,Filosofia,UAB,AH,1,1,0,1,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
81072,Filosofia,UdG,AH,1,1,0,1,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
81069,Filosofia / Economia (Simultaneïtat),UdG,CSJ,1,1,2,1,0,0,0,2,2,2,2,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,0
41042,Filosofia Política i Economia,UPF/UAB/ UAM/UC3M,CSJ,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0
71014,Finances i Comptabilitat,URV,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
71053,Finances i Comptabilitat / Administració i Direcció d'Empreses (Simultaneïtat),URV,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11030,Física,UB,C,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
21001,Física,UAB,C,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
11020,Física / Matemàtiques (Simultaneïtat),UB,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21005,Física / Matemàtiques (Simultaneïtat),UAB,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21100,Física / Química (Simultaneïtat),UAB,C,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
21095,Fisioteràpia,UAB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
21033,Fisioteràpia "Gimbernat",UAB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
41055,Fisioteràpia "Tecnocampus",UPF,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
61019,Fisioteràpia,UdL,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
81087,Fisioteràpia "EUSES",UdG,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
71043,Fisioteràpia (Reus),URV,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
71048,Fisioteràpia (Tortosa),URV,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
91012,Fisioteràpia,UVic-UCC,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
91041,Fisioteràpia (Campus Manresa),UVic-UCC,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
91918,Fisioteràpia (Docència en Anglès) (Només per a estudiants espanyols o estrangers amb residència),UdG/UB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
91919,Fisioteràpia (docència en Anglès) (només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol),UdG/UB,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
61039,Fisioteràpia / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat),UdL,CS,0,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,2,0
81086,Fisioteràpia / Ciències de l'Activitat Física i de l'Esport "EUSES" (simultaneïtat),UdG,CS,0,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,2,0
71088,Fisioteràpia / Ciències de l'Activitat Física i de l'Esport "EUSES" (simultaneïtat),URV,CS,0,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,2,0
41037,Fisioteràpia / Ciències de l'Activitat Física i de l'Esport "Tecnocampus" (simultaneïtat),UPF,CS,0,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,2,0
61044,Fisioteràpia / Infermeria (Simultaneïtat),UdL,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
61057,Fisioteràpia / Nutrició Humana i Dietètica (Simultaneïtat),UdL,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0
21035,Genètica,UAB,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
11108,Geografia i Canvi Global,UB,CSJ,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
61026,Geografia,UdL,AH,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
71015,Geografia Anàlisi Territorial i Sostenibilitat,URV,CSJ,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
21124,Geografia Medi Ambient i Planificació Territorial,UAB,CSJ,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
81073,Geografia Territori i Medi Ambient,UdG,AH,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
81076,Geografia Territori i Medi Ambient / Turisme (simultaneïtat),UdG,CSJ,1,1,1,0,1,0,0,0,2,2,2,1,1,2,2,2,0,0,0,2,2,0,0,0,0,0,0
11032,Geologia,UB,C,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21037,Geologia,UAB,C,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21151,Geologia / Ciències Ambientals (Simultaneïtat),UAB,C,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21038,Gestió Aeronàutica,UAB,CSJ,0,0,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,0,0,2,2,1,0,1,0,0,0
21149,Gestió de Ciutats Intel·ligents i Sostenibles,UAB,EA,0,0,1,0,0,1,1,2,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0
91060,Gestió de la Societat Digital (Campus Manresa),UVic-UCC,CSJ,0,0,2,0,0,0,1,2,0,2,2,2,0,0,0,1,0,0,0,2,2,2,2,2,0,2,0
11091,Gestió d'Informació i Documentació Digital,UB,CSJ,0,0,1,0,1,1,1,1,1,2,1,1,0,2,2,1,2,2,0,1,1,1,0,2,0,2,2
11098,Gestió d'Informació i Documentació Digital / Comunicació Audiovisual (Simultaneïtat),UB,CSJ,2,2,1,0,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,2,2,1,0,2,0,2,2
71068,Gestió en Turisme i Hoteleria,URV,CSJ,1,1,1,0,1,1,1,1,2,2,2,1,0,1,1,2,1,1,0,2,2,1,0,1,0,0,1
11052,Gestió i Administració Pública,UB,CSJ,0,0,1,0,0,0,0,1,0,2,2,1,0,1,1,1,0,0,0,2,2,1,2,2,0,2,0
11070,Gestió i Administració Pública / Dret (Simultaneïtat),UPF,CSJ,0,0,1,0,0,0,0,1,0,2,2,1,0,1,2,1,0,0,0,2,2,1,2,2,0,2,0
41064,Grau Obert Programa de (Agrupació),UPF,AH- CSJ- CS- EA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11035,Història,UB,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
21040,Història,UAB,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
61028,Història,UdL,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
