Unnamed: 0,Centres d'estudi,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Codi,Nom del centre d'estudi,Universitat,Població,Tipusde centre,Placesorientatives,Preuorientatiu,Observacions
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21107,Direcció Hotelera,UAB,Cerdanyola del Vallès,U. Públ. CA,90.0,5.940 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81083,Direcció d'Empreses Hoteleres i Gastronòmiques,UdG,Sant Pol de Mar,U. Públ. CA,40.0,10.280 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71085,"Direcció i Gestió d'Empreses en l'Àmbit Digital ""ESIC""",URV,Barcelona,U. Públ. CA,70.0,9.150 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11110,"Direcció i Gestió Gastronòmica ""Barcelona Culinary Hub""",UB,L'Hospitalet de Llobregat,U. Públ. CA,40.0,10.500 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11101,Disseny,UB,Barcelona,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91007,"Disseny ""BAU""",UVic-UCC,Barcelona,U. Priv. CA,160.0,8.780 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21015,"Disseny ""Eina""",UAB,Barcelona,U. Públ. CA,150.0,9.000 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61064,Disseny Digital i Tecnologies Creatives,UdL,Lleida,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31121,Disseny Digital i Tecnologies Multimèdia,UPC,Terrassa,U. Públ. CA,40.0,6.360 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31083,Disseny i Desenvolupament de Videojocs (docència en Anglès) (CampusBarcelona),UPC,Barcelona  Terrassa,U. Públ. CA,30.0,6.360 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81059,Disseny i Desenvolupament de Videojocs,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31074,Disseny i Desenvolupament de Videojocs (Campus Terrassa),UPC,Terrassa  Barcelona,U. Públ. CA,44.0,6.360 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11106,"Disseny i Desenvolupament de Videojocs i Jocs Aplicats ""ENTI""",UB,Barcelona,U. Públ. CA,40.0,8.220 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91056,"Disseny i Innovació ""ELISAVA""",UVic-UCC,Barcelona,U. Priv.,175.0,10.320 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41045,"Disseny i Producció de Videojocs ""Tecnocampus""",UPF,Mataró,U. Públ. CA,55.0,6.460 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41052,"Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió iSistemes d'Informació ""Tecnocampus"" (simultaneïtat)",UPF,Mataró,U. Públ. CA,30.0,7.480 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31122,Disseny  Animació i Art Digital,UPC,Terrassa,U. Públ. CA,40.0,6.360 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11107,"Disseny  Animació i Art Digital per a Videojocs i Jocs Aplicats ""ENTI""",UB,Barcelona,U. Públ. CA,40.0,8.220 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11012,Dret,UB,Barcelona,U. Públ.,430.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41013,Dret,UPF,Barcelona,U. Públ.,260.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91053,"Dret ""ESERP""",UVic-UCC,Barcelona,U. Priv. CA,90.0,8.560 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21086,Dret,UAB,Cerdanyola del Vallès,U. Públ.,200.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81015,Dret,UdG,Girona,U. Públ.,155.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61010,Dret,UdL,Lleida,U. Públ.,115.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71008,Dret,URV,Tarragona,U. Públ.,135.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11064,Dret / Administració i Direcció d'Empreses (simultaneïtat),UB,Barcelona,U. Públ.,60.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21098,Dret / Administració i Direcció d'Empreses (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,80.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81053,Dret / Administració i Direcció d'Empreses (simultaneïtat),UdG,Girona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61035,Dret / Administració i Direcció d'Empreses (simultaneïtat),UdL,Lleida,U. Públ.,30.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71055,Dret / Administració i Direcció d'Empreses (simultaneïtat),URV,Reus  Tarragona,U. Públ.,25.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41034,Dret / Administració i Direcció d'Empreses - Economia (agrupació desimultaneïtat),UPF,Barcelona,U. Públ.,90.0,N/A,12-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21104,Dret / Ciència Política i Gestió Pública (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11065,Dret / Ciències Polítiques i de l'Administració (simultaneïtat),UB,Barcelona,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81054,Dret / Ciències Polítiques i de l'Administració (simultaneïtat),UdG,Girona,U. Públ.,15.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11088,Dret / Criminologia (simultaneïtat),UB,Barcelona,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21108,Dret / Criminologia (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,25.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81056,Dret / Criminologia (simultaneïtat),UdG,Girona,U. Públ.,15.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41043,Dret / Criminologia i Polítiques Públiques de Prevenció (simultaneïtat),UPF,Barcelona,U. Públ.,20.0,N/A,04-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11070,Dret / Gestió i Administració Pública (simultaneïtat),UB,Barcelona,U. Públ.,24.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21145,Dret / Relacions Internacionals (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21109,Dret / Relacions Laborals (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71083,Dret / Relacions Laborals i Recursos Humans (simultaneïtat),URV,Tarragona,U. Públ.,25.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11103,Economia,UB,Barcelona,U. Públ.,300.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41014,Economia,UPF,Barcelona,U. Públ.,170.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21070,Economia,UAB,Cerdanyola del Vallès,U. Públ.,135.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21110,Economia (docència en Anglès),UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81016,Economia,UdG,Girona,U. Públ.,50.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71009,Economia,URV,Reus,U. Públ.,50.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41034,Economia - Administració i Direcció d'Empreses / Dret (agrupació desimultaneïtat),UPF,Barcelona,U. Públ.,90.0,N/A,12-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81052,Economia / Administració i Direcció d'Empreses (simultaneïtat),UdG,Girona,U. Públ.,30.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91914,Economia / Estadística (simultaneïtat),UB / UPC,Barcelona,U. Públ.,20.0,N/A,16-23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81069,Economia / Filosofia (simultaneïtat),UdG,Girona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11013,Educació Infantil,UB,Barcelona,U. Públ.,180.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21016,Educació Infantil,UAB,Cerdanyola del Vallès,U. Públ.,130.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71034,Educació Infantil,URV,el Vendrell,U. Públ.,40.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81017,Educació Infantil,UdG,Girona,U. Públ.,80.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61011,Educació Infantil,UdL,Lleida,U. Públ.,90.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91038,Educació Infantil (Campus Manresa),UVic-UCC,Manresa,U. Priv.,40.0,5.463 €,29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71010,Educació Infantil,URV,Tarragona,U. Públ.,80.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71029,Educació Infantil,URV,Tortosa,U. Públ.,40.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91008,Educació Infantil,UVic-UCC,Vic,U. Priv.,70.0,5.473 €,29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11072,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UB,Barcelona,U. Públ.,40.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21111,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81049,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UdG,Girona,U. Públ.,50.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61037,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UdL,Lleida,U. Públ.,35.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71050,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),URV,Tarragona,U. Públ.,30.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71076,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),URV,Tortosa,U. Públ.,10.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91030,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat),UVic-UCC,Vic,U. Priv.,40.0,5.473 €,04-18-29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11014,Educació Primària,UB,Barcelona,U. Públ.,375.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21018,Educació Primària,UAB,Cerdanyola del Vallès,U. Públ.,180.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21102,Educació Primària (docència en Anglès),UAB,Cerdanyola del Vallès,U. Públ.,75.0,N/A,03-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81018,Educació Primària,UdG,Girona,U. Públ.,80.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61072,Educació Primària (modalitat bilingüe),UdL,Lleida,U. Públ.,30.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61073,Educació Primària (modalitat dual),UdL,Lleida,U. Públ.,95.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71011,Educació Primària,URV,Tarragona,U. Públ.,80.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71033,Educació Primària,URV,Tortosa,U. Públ.,40.0,N/A,16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91009,Educació Primària,UVic-UCC,Vic,U. Priv.,70.0,5.473 €,29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61038,Educació Primària / Ciències de l'Activitat Física i de l'Esport (simultaneïtat),UdL,Lleida,U. Públ.,30.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91055,Educació Primària (menció en Educació Física) / Ciències de l'ActivitatFísica i de l'Esport (simultaneïtat),UVic-UCC,Vic,U. Priv.,40.0,7.353 €,04-29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11072,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UB,Barcelona,U. Públ.,40.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21111,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81049,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UdG,Girona,U. Públ.,50.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61037,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),UdL,Lleida,U. Públ.,35.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71050,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),URV,Tarragona,U. Públ.,30.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71076,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat),URV,Tortosa,U. Públ.,10.0,N/A,04-16-19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91030,Educació Primària / Educació Infantil (pla de millora de la formació inicial deMestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat),UVic-UCC,Vic,U. Priv.,40.0,5.473 €,04-18-29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11015,Educació Social,UB,Barcelona,U. Públ.,180.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21019,Educació Social,UAB,Cerdanyola del Vallès,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81019,Educació Social,UdG,Girona,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61013,Educació Social,UdL,Lleida,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71012,Educació Social,URV,Tarragona,U. Públ.,55.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91010,Educació Social,UVic-UCC,Vic,U. Priv.,45.0,5.473 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21087,Empresa i Tecnologia,UAB,Sabadell,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31126,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus 22@) (presencial)",UPC,Barcelona,U. Públ. CA,70.0,7.200 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31125,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus 22@)(semipresencial)",UPC,Barcelona,U. Públ. CA,35.0,6.600 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31128,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (presencial)",UPC,Terrassa,U. Públ. CA,70.0,7.200 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31127,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa)(semipresencial)",UPC,Terrassa,U. Públ. CA,35.0,6.600 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31129,"Empresa  Innovació i Tecnologia / Màrqueting  Innovació i Tecnologia""EUNCET"" (Campus 22@) (presencial) (simultaneïtat)",UPC,Barcelona,U. Públ. CA,35.0,7.200 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31130,"Empresa  Innovació i Tecnologia / Màrqueting  Innovació i Tecnologia""EUNCET"" (Campus Terrassa) (presencial) (simultaneïtat)",UPC,Terrassa,U. Públ. CA,35.0,7.200 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11073,Empresa Internacional (docència en Anglès),UB,Barcelona,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61006,Enginyeria Agrària i Alimentària,UdL,Lleida,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81032,Enginyeria Agroalimentària,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31004,Enginyeria Alimentària,UPC,Castelldefels,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31100,Enginyeria Ambiental,UPC,Barcelona  Castelldefels,U. Públ.,60.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11059,Enginyeria Biomèdica,UB,Barcelona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41033,Enginyeria Biomèdica,UPF,Barcelona,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31051,Enginyeria Biomèdica,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81063,Enginyeria Biomèdica,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71064,Enginyeria Biomèdica,URV,Tarragona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71070,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis deTelecomunicacions (simultaneïtat),URV,Tarragona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31103,Enginyeria Civil,UPC,Barcelona,U. Públ.,120.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31113,Enginyeria Civil  Grau en + Màster Universitari en Enginyeria de Camins Canals i Ports (PARS: Enginyer/a de Camins  Canals i Ports),UPC,Barcelona,U. Públ.,40.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21132,"Enginyeria d'Automoció ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,50.0,7.710 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31091,Enginyeria d'Automoció (Campus Manresa),UPC,Manresa  Barcelona,U. Públ.,50.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71061,Enginyeria de Bioprocessos Alimentaris,URV,Tarragona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31097,Enginyeria de Ciències Agronòmiques,UPC,Castelldefels,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21118,Enginyeria de Dades,UAB,Cerdanyola del Vallès,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91057,"Enginyeria de Disseny Industrial ""ELISAVA""",UVic-UCC,Barcelona,U. Priv.,90.0,10.320 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31022,Enginyeria de Disseny Industrial i Desenvolupament del Producte,UPC,Terrassa,U. Públ.,60.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31006,Enginyeria de Disseny Industrial i Desenvolupament del Producte,UPC,Vilanova i la Geltrú,U. Públ.,100.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91051,Enginyeria de l'Automoció,UVic-UCC,Granollers,U. Priv.,45.0,6.058 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31052,Enginyeria de l'Energia,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,70.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61061,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial iAutomàtica / Enginyeria Mecànica (agrupació),UdL,Lleida,U. Públ.,110.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61075,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial iAutomàtica / Enginyeria Mecànica (agrupació) Grau en + Màster Universitarien Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,Lleida,U. Públ.,10.0,N/A,13-16-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61065,Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica (simultaneïtat),UdL,Lleida,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11060,Enginyeria de Materials,UB,Barcelona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31025,Enginyeria de Materials,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31104,Enginyeria de Recursos Minerals i el seu Reciclatge / Enginyeria ElectrònicaIndustrial i Automàtica / Enginyeria Mecànica / Enginyeria Química(agrupació),UPC,Manresa,U. Públ.,180.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31123,Enginyeria de Satèl·lits,UPC,Castelldefels,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31084,Enginyeria de Sistemes Aeroespacials,UPC,Castelldefels,U. Públ.,120.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31085,Enginyeria de Sistemes Aeroespacials / Enginyeria de Sistemes deTelecomunicació - Enginyeria Telemàtica (agrupació de simultaneïtat),UPC,Castelldefels,U. Públ.,40.0,N/A,12-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31010,Enginyeria de Sistemes Audiovisuals,UPC,Terrassa,U. Públ.,60.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31011,Enginyeria de Sistemes Biològics,UPC,Castelldefels,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31085,Enginyeria de Sistemes de Telecomunicació - Enginyeria Telemàtica /Enginyeria de Sistemes Aeroespacials (agrupació de simultaneïtat),UPC,Castelldefels,U. Públ.,40.0,N/A,12-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21115,Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica deTelecomunicació (agrupació),UAB,Cerdanyola del Vallès,U. Públ.,140.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21105,Enginyeria de Sistemes de Telecomunicació / Enginyeria Informàtica(simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31076,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclouxarxes i Internet) (agrupació),UPC,Castelldefels,U. Públ.,80.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31077,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclouxarxes i Internet) (febrer) (agrupació),UPC,Castelldefels,U. Públ.,20.0,N/A,06-08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71042,Enginyeria de Sistemes i Serveis de Telecomunicacions,URV,Tarragona,U. Públ.,40.0,N/A,16
