Ponderació de les matèries de modalitat de 2n de batxillerat per al'accés a la universitat a la preinscripció universitària a Catalunya,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
11070,Dret / Gestió i Administració Pública (Simultaneïtat),UB,CSJ,N/A,N/A,0 1,Ci,ncie,Gen,rals,0 1,N/A,0 2,0 2,0 1,N/A,0 1,0 2,0 1,N/A,N/A,N/A,0 2,0 2,0 1,0 2,0 2,N/A,0 2,N/A
21145,Dret / Relacions Internacionals (Simultaneïtat),UAB,CSJ,N/A,N/A,0 1,N/A,0 1,N/A,0 1,0 1,0 1,0 2,0 2,0 1,N/A,0 1,0 2,0 1,N/A,N/A,N/A,0 2,0 2,0 1,N/A,0 1,N/A,0 2,N/A
21109,Dret / Relacions Laborals (Simultaneïtat),UAB,CSJ,N/A,N/A,0 1,Di,uix,rtísti,N/A,N/A,N/A,0 2,0 2,0 1,N/A,0 1,0 2,0 1,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
71083,Dret / Relacions Laborals i Recursos Humans (Simultaneïtat),URV,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,N/A,0 1,0 2,0 1,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11103,Economia,UB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21070,Economia,UAB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21110,Economia (Docència en Anglès),UAB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
41014,Economia,UPF,CSJ,N/A,N/A,0 2,Fí,ica,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81016,Economia,UdG,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71009,Economia,URV,CSJ,N/A,N/A,0 2,Fo,ame,ts A,tístic,0(F o2n,ment,d0e  l2es,A0rt s2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81052,Economia / Administració i Direcció d'Empreses(Simultaneïtat),UdG,CSJ,N/A,N/A,0 2,Fu,cion,men,de l’,mpr0 2,sa i,odel0 2,de0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
41034,Economia - Administració i Direcció d'Empreses / Dret(Agrupació de Simultaneïtat),UPF,CSJ,N/A,N/A,0 2,G,ograf,a,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
91914,Economia / Estadística (Simultaneïtat),UB/UPC,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81069,Economia / Filosofia (Simultaneïtat),UdG,CSJ,0 1,0 1,0 2,0 l1a,erra i,edi A,bien,) 0 2,0 2,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11013,Educació Infantil,UB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
21016,Educació Infantil,UAB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61011,Educació Infantil,UdL,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
81017,Educació Infantil,UdG,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71010,Educació Infantil,URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71029,Educació Infantil (Tortosa),URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71034,Educació Infantil (El Vendrell),URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91008,Educació Infantil,UVic-UCC,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91038,Educació Infantil (Campus Manresa),UVic-UCC,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
11072,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
21111,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UAB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61037,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UdL,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
81049,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UdG,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71050,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71076,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91030,Educació Infantil / Educació Primària (Menció en Llengua Anglesa)(5 anys) (Simultaneïtat),UVic-UCC,CSJ,0 2,0 2,0 2,0 A2,à0li s2i,usic,l,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
11014,Educació Primària,UB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
21018,Educació Primària,UAB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
21102,Educació Primària (Docència en Anglès),UAB,CSJ,0 2,0 2,0 2,0 B2i,l0o g2i,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61072,Educació Primària (modalitat bilingüe),UdL,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61073,Educació Primària (modalitat dual),UdL,CSJ,0 2,0 2,0 2,0 C2i,n0c i2e,Gen,rals,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
81018,Educació Primària,UdG,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71011,Educació Primària,URV,CSJ,0 2,0 2,0 2,0 D2i,u0i x2,rtísti,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71033,Educació Primària,URV,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91009,Educació Primària,UVic-UCC,CSJ,0 2,0 2,0 2,0 D2i,u0i x2,ècnic,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71076,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),URV,CSJ,0 2,0 2,0 2,0 D2i,s0e n2y,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91030,Educació Primària / Educació Infantil (Menció en Llengua Anglesa)(5 anys) (Simultaneïtat),UVic-UCC,CSJ,0 2,0 2,0 2,0 F2í,ic0a 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61038,Educació Primària / Ciències de l'Activitat Física i de l'Esport(Simultaneïtat),UdL,CSJ,0 2,0 2,0 2,0 F2o,a0m 2e,ts A,tístic,0(F o2n,m0e n2t,de les,A0rt s2),0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91055,Educació Primària (Menció en Educació Física) / Ciències del'Activitat Física i de l'Esport (Simultaneïtat),UVic-UCC,CS,0 2,0 2,0 2,Fu0 N2,ciong0o c2i (,mencono,de l’ia de,mprl'E0m 2p,sa ies0a )2,odel,de0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
11072,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UB,CSJ,0 2,0 2,0 2,0 G2,o0g r2af,a,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
21111,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UAB,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
61037,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UdL,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
81049,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UdG,CSJ,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
71050,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),URV,CSJ,0 2,0 2,0 2,Hi0 2,tòria0 2,de la,úsi,a i d0 2,la D0 2,nsa,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11015,Educació Social,UB,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
21019,Educació Social,UAB,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
61013,Educació Social,UdL,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
81019,Educació Social,UdG,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
71012,Educació Social,URV,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
91010,Educació Social,UVic-UCC,CSJ,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 1,N/A,0 1,N/A
11073,Empresa Internacional (Docència en Anglès),UB,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 1,N/A,N/A,N/A,0 2,N/A
21087,Empresa i Tecnologia,UAB,CSJ,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 1,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 1,N/A,N/A,N/A,0 2,N/A
31125,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus 22@) (semipresencial)",UPC,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
31126,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus 22@)",UPC,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
31127,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (semipresencial)",UPC,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
31128,"Empresa  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa)",UPC,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
31129,"Empresa  Innovació i Tecnologia / Màrqueting  Innovació i Tecnologia""EUNCET"" (Campus 22@) (simultaneïtat)",UPC,CSJ,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
31130,"Empresa  Innovació i Tecnologia ""EUNCET"" / Màrqueting  Innovació iTecnologia ""EUNCET"" (Campus Terrassa) (simultaneïtat)",UPC,CSJ,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
61006,Enginyeria Agrària i Alimentària,UdL,EA,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
81032,Enginyeria Agroalimentària,UdG,EA,N/A,N/A,0 2,A,àlisi,usic0 1,l,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31004,Enginyeria Alimentària,UPC,EA,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31100,Enginyeria Ambiental,UPC,EA,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
11059,Enginyeria Biomèdica,UB,EA,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
31051,Enginyeria Biomèdica,UPC,EA,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
41033,Enginyeria Biomèdica,UPF,EA,N/A,N/A,0 2,Ci,ncie,Gen,rals,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
81063,Enginyeria Biomèdica,UdG,EA,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
71064,Enginyeria Biomèdica,URV,EA,N/A,N/A,0 2,Di,uix,rtísti,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
71070,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis deTelecomunicacions (Simultaneïtat),URV,EA,N/A,N/A,0 2,Di,uix,è0cn 1ic,0 1,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
31103,Enginyeria Civil,UPC,EA,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
31113,Enginyeria Civil  Grau en + Màster Universitari en Enginyeria deCamins  Canals i Ports (PARS: Enginyer/a de Camins  Canals i Ports),UPC,EA,N/A,N/A,N/A,Fí,ica,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
31091,Enginyeria d'Automoció (Campus Manresa),UPC,EA,N/A,N/A,0 1,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
21132,"Enginyeria d'Automoció ""EU Salesiana de Sarrià""",UAB,EA,N/A,N/A,0 1,N/A,N/A,0 2,0 1,(Fon0 2,ment,de les0 1,Arts),0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
71061,Enginyeria de Bioprocessos Alimentaris,URV,EA,N/A,N/A,0 2,Fu,cion,m0 e2n,de l’,m0 p2r,sa i,odel,de,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31097,Enginyeria de Ciències Agronòmiques,UPC,EA,N/A,N/A,0 2,N,goci (,c0o n1o,ia de,l'E0m 2p,esa),0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
21118,Enginyeria de Dades,UAB,EA,N/A,N/A,0 2,0 1,N/A,0 1,0 1,0 2,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,0 1,N/A,N/A,N/A,N/A
91057,"Enginyeria de Disseny Industrial ""Elisava""",UVic-UCC,EA,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,0 2,N/A,0 2,N/A,N/A
31006,Enginyeria de Disseny Industrial i Desenvolupament del Producte(Vilanova i la Geltrú),UPC,EA,N/A,N/A,N/A,Gla,ologie0rr a2 i,i Cie0d i2 A,ncies0bi e2n,Amb) 0 2,ental,(Cièn,ies d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31022,Enginyeria de Disseny Industrial i Desenvolupament del Producte(Terrassa),UPC,EA,N/A,N/A,N/A,Hi,tòria0 2,de la0 2,úsi0 2,a i d0 2,la D,nsa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91051,Enginyeria de l'Automoció,UVic-UCC,EA,N/A,N/A,0 1,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
31052,Enginyeria de l'Energia,UPC,EA,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
61061,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en ElectrònicaIndustrial i Automàtica / Enginyeria Mecànica (Agrupació),UdL,EA,N/A,N/A,0 2,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
61075,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en ElectrònicaIndustrial i Automàtica / Enginyeria Mecànica (agrupació) Grau en +Màster Universitari en Enginyeria Industrial (PARS: Enginyer/aIndustrial),UdL,EA,N/A,N/A,0 2,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
61065,Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica(Simultaneïtat),UdL,EA,N/A,N/A,0 2,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
11060,Enginyeria de Materials,UB,EA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31025,Enginyeria de Materials,UPC,EA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
31104,Eng. de Recursos Minerals i el seu Reciclatge / Eng. Electrònica Industrial i Automàtica / Eng. Mecànica / Eng. Química (Agrupació),UPC,EA,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
31123,Enginyeria de Satèl·lits,UPC,EA,N/A,N/A,N/A,N/A,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,0 2,N/A,N/A,N/A,N/A
31084,Enginyeria de Sistemes Aeroespacials,UPC,EA,N/A,N/A,0 1,N/A,N/A,0 2,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,0 2,N/A,N/A
